time,temperature,humidity,pressure
2014-02-17T04:00:00,3,74,1003
2014-02-17T03:20:00,3.0,81,1002
2014-02-17T04:20:00,3.0,81,1002
2014-02-17T23:20:00,1.0,87,1013
2014-02-17T20:20:00,2.0,81,1012
2014-02-17T07:20:00,3.0,81,1004
2014-02-17T20:00:00,3,70,1013
2014-02-17T07:00:00,3,79,1004
2014-02-17T07:50:00,3.0,81,1004
2014-02-17T09:50:00,5.0,76,1006
2014-02-17T06:50:00,3.0,81,1004
2014-02-17T06:20:00,3.0,81,1003
2014-02-17T06:00:00,3,73,1004
2014-02-17T19:20:00,3.0,81,1012
2014-02-17T23:00:00,1,82,1014
2014-02-17T12:00:00,8,49,1008
2014-02-17T20:50:00,2.0,81,1013
2014-02-17T19:00:00,3,69,1012
2014-02-17T10:00:00,6,63,1007
2014-02-17T08:00:00,3,75,1005
2014-02-17T08:20:00,3.0,87,1005
2014-02-17T21:20:00,2.0,81,1013
2014-02-17T21:50:00,2.0,87,1013
2014-02-17T13:00:00,7,51,1009
2014-02-17T05:00:00,3,78,1004
2014-02-17T13:20:00,8.0,57,1008
2014-02-17T05:20:00,3.0,81,1003
2014-02-17T05:50:00,3.0,81,1003
2014-02-17T00:50:00,3.0,87,1001
2014-02-17T09:20:00,5.0,76,1006
2014-02-17T01:50:00,3.0,87,1002
2014-02-17T18:50:00,3.0,75,1012
2014-02-17T03:00:00,3,74,1003
2014-02-17T02:20:00,3.0,87,1002
2014-02-17T14:50:00,8.0,53,1009
2014-02-17T02:00:00,3,77,1002
2014-02-17T18:00:00,4,57,1012
2014-02-17T17:00:00,6,42,1011
2014-02-17T10:20:00,6.0,70,1006
2014-02-17T17:20:00,6.0,57,1011
2014-02-17T09:00:00,4,73,1006
2014-02-17T14:20:00,7.0,61,1009
2014-02-17T11:00:00,7,57,1007
2014-02-17T08:50:00,4.0,81,1005
2014-02-17T14:00:00,7,48,1010
2014-02-17T17:50:00,5.0,65,1011
2014-02-17T15:50:00,8.0,53,1010
2014-02-17T15:20:00,8.0,53,1009
2014-02-17T03:50:00,3.0,81,1002
2014-02-17T15:00:00,8,41,1010
2014-02-18T08:50:00,5.0,93,1012
2014-02-18T05:50:00,3.0,93,1013
2014-02-18T14:00:00,6,75,1011
2014-02-18T11:00:00,6,87,1013
2014-02-18T05:00:00,3,87,1014
2014-02-18T19:50:00,5.0,87,1008
2014-02-18T05:20:00,3.0,93,1013
2014-02-18T02:00:00,2,87,1014
2014-02-18T14:50:00,7.0,76,1010
2014-02-18T20:50:00,5.0,87,1008
2014-02-18T03:00:00,2,88,1014
2014-02-18T15:50:00,6.0,81,1010
2014-02-18T19:20:00,5.0,87,1008
2014-02-18T07:50:00,4.0,93,1012
2014-02-18T07:20:00,4.0,93,1012
2014-02-18T01:50:00,2.0,87,1014
2014-02-18T07:00:00,4,90,1013
2014-02-18T17:50:00,6.0,81,1009
2014-02-18T18:50:00,5.0,87,1009
2014-02-18T18:20:00,6.0,81,1009
2014-02-18T00:00:00,1,85,1014
2014-02-18T14:20:00,6.0,81,1011
2014-02-18T08:00:00,4,90,1013
2014-02-18T15:00:00,6,71,1010
2014-02-18T11:20:00,6.0,87,1012
2014-02-18T03:50:00,3.0,87,1014
2014-02-18T11:50:00,6.0,87,1012
2014-02-18T16:00:00,6,73,1010
2014-02-18T04:00:00,3,88,1014
2014-02-18T16:20:00,6.0,81,1009
2014-02-18T04:20:00,3.0,93,1013
2014-02-18T04:50:00,3.0,93,1013
2014-02-18T18:00:00,6,78,1009
2014-02-18T20:20:00,5.0,87,1008
2014-02-18T09:00:00,5,93,1013
2014-02-18T09:20:00,5.0,93,1012
2014-02-18T17:20:00,6.0,81,1009
2014-02-18T03:20:00,2.0,93,1014
2014-02-18T12:50:00,6.0,87,1011
2014-02-18T02:50:00,2.0,93,1014
2014-02-18T20:00:00,5,85,1008
2014-02-18T12:00:00,6,87,1012
2014-02-18T12:20:00,6.0,87,1012
2014-02-18T08:20:00,4.0,100,1012
2014-02-18T21:50:00,5.0,87,1008
2014-02-18T21:20:00,5.0,87,1008
2014-02-18T21:00:00,5,81,1008
2014-02-18T22:20:00,6.0,81,1008
2014-02-18T10:50:00,6.0,87,1012
2014-02-18T10:20:00,5.0,93,1012
2014-02-18T16:50:00,6.0,81,1009
2014-02-18T10:00:00,5,91,1012
2014-02-18T00:50:00,2.0,93,1014
2014-02-18T17:00:00,6,76,1010
2014-02-18T15:20:00,6.0,81,1010
2014-02-18T02:20:00,2.0,93,1014
2014-02-18T06:20:00,4.0,87,1013
2014-02-18T06:00:00,3,89,1014
2014-02-18T22:50:00,5.0,87,1007
2014-02-18T06:50:00,4.0,93,1013
2014-02-18T01:00:00,2,87,1014
2014-02-18T13:00:00,6,82,1012
2014-02-18T01:20:00,2.0,93,1014
2014-02-18T13:20:00,6.0,87,1011
2014-02-18T13:50:00,6.0,81,1011
2014-02-18T22:00:00,5,80,1008
2014-02-18T23:50:00,5.0,87,1007
2014-02-18T19:00:00,5,78,1009
2014-02-18T23:00:00,5,83,1008
2014-02-18T09:50:00,5.0,93,1012
2014-02-18T23:20:00,5.0,87,1007
2014-02-18T00:20:00,2.0,87,1014
2014-02-19T17:50:00,7.0,81,1006
2014-02-19T05:20:00,5.0,93,1005
2014-02-19T01:20:00,5.0,87,1007
2014-02-19T01:00:00,5,86,1007
2014-02-19T21:50:00,6.0,87,1007
2014-02-19T01:50:00,5.0,87,1007
2014-02-19T06:00:00,5,86,1006
2014-02-19T14:00:00,8,80,1006
2014-02-19T06:20:00,5.0,93,1005
2014-02-19T14:20:00,8.0,81,1006
2014-02-19T14:50:00,8.0,81,1006
2014-02-19T22:50:00,5.0,93,1007
2014-02-19T19:00:00,6,80,1007
2014-02-19T20:50:00,6.0,87,1007
2014-02-19T19:20:00,6.0,87,1007
2014-02-19T20:00:00,6,83,1007
2014-02-19T17:00:00,7,75,1007
2014-02-19T20:20:00,6.0,87,1007
2014-02-19T07:20:00,5.0,93,1005
2014-02-19T13:20:00,7.0,93,1006
2014-02-19T02:50:00,5.0,93,1006
2014-02-19T12:50:00,7.0,87,1006
2014-02-19T02:00:00,5,85,1007
2014-02-19T02:20:00,5.0,87,1006
2014-02-19T04:50:00,5.0,93,1005
2014-02-19T00:50:00,5.0,87,1007
2014-02-19T00:20:00,5.0,87,1007
2014-02-19T06:50:00,5.0,93,1005
2014-02-19T00:00:00,5,81,1008
2014-02-19T21:00:00,6,84,1008
2014-02-19T10:50:00,6.0,93,1006
2014-02-19T07:00:00,5,87,1006
2014-02-19T18:50:00,6.0,87,1007
2014-02-19T21:20:00,6.0,87,1007
2014-02-19T12:20:00,7.0,87,1006
2014-02-19T23:20:00,5.0,87,1007
2014-02-19T16:20:00,8.0,81,1006
2014-02-19T16:00:00,8,74,1006
2014-02-19T05:50:00,5.0,93,1005
2014-02-19T16:50:00,7.0,81,1006
2014-02-19T11:00:00,6,88,1006
2014-02-19T03:00:00,5,87,1007
2014-02-19T11:20:00,6.0,93,1006
2014-02-19T03:20:00,5.0,93,1006
2014-02-19T03:50:00,5.0,93,1006
2014-02-19T18:00:00,7,78,1007
2014-02-19T19:50:00,6.0,87,1007
2014-02-19T10:20:00,6.0,93,1006
2014-02-19T04:20:00,5.0,93,1006
2014-02-19T15:50:00,8.0,81,1006
2014-02-19T04:00:00,5,89,1006
2014-02-19T23:00:00,5,85,1008
2014-02-19T15:00:00,8,74,1006
2014-02-19T23:50:00,5.0,87,1007
2014-02-19T15:20:00,8.0,81,1006
2014-02-19T12:00:00,6,90,1006
2014-02-19T05:00:00,5,89,1006
2014-02-19T22:20:00,6.0,87,1008
2014-02-19T13:00:00,7,88,1006
2014-02-19T22:00:00,6,87,1008
2014-02-19T13:50:00,8.0,87,1006
2014-02-19T09:20:00,6.0,87,1006
2014-02-19T09:00:00,5,88,1006
2014-02-19T17:20:00,7.0,81,1006
2014-02-19T11:50:00,6.0,93,1006
2014-02-19T09:50:00,6.0,93,1006
2014-02-19T07:50:00,5.0,93,1005
2014-02-19T18:20:00,6.0,87,1007
2014-02-19T08:50:00,5.0,93,1006
2014-02-19T08:20:00,5.0,93,1005
2014-02-19T10:00:00,6,90,1006
2014-02-19T08:00:00,5,86,1006
2014-02-20T08:20:00,5.0,87,1007
2014-02-20T11:50:00,6.0,87,1007
2014-02-20T08:00:00,4,88,1008
2014-02-20T11:00:00,6,85,1008
2014-02-20T13:00:00,6,85,1007
2014-02-20T11:20:00,6.0,87,1007
2014-02-20T03:20:00,5.0,87,1008
2014-02-20T06:50:00,5.0,87,1007
2014-02-20T06:00:00,5,86,1008
2014-02-20T01:20:00,5.0,93,1007
2014-02-20T06:20:00,5.0,93,1007
2014-02-20T05:20:00,5.0,93,1007
2014-02-20T05:00:00,5,90,1008
2014-02-20T13:20:00,6.0,87,1006
2014-02-20T15:50:00,6.0,93,1004
2014-02-20T05:50:00,5.0,93,1007
2014-02-20T17:50:00,6.0,87,1003
2014-02-20T04:50:00,5.0,93,1007
2014-02-20T04:20:00,5.0,93,1007
2014-02-20T14:00:00,6,85,1006
2014-02-20T04:00:00,5,90,1008
2014-02-20T23:00:00,6,86,1001
2014-02-20T09:20:00,5.0,93,1008
2014-02-20T00:50:00,5.0,87,1007
2014-02-20T09:00:00,5,90,1008
2014-02-20T17:20:00,6.0,87,1003
2014-02-20T20:00:00,6,76,1003
2014-02-20T10:00:00,5,89,1008
2014-02-20T20:20:00,7.0,81,1002
2014-02-20T10:20:00,6.0,93,1007
2014-02-20T10:50:00,6.0,93,1007
2014-02-20T21:50:00,6.0,87,1001
2014-02-20T01:50:00,5.0,93,1007
2014-02-20T07:00:00,5,89,1008
2014-02-20T17:00:00,6,82,1004
2014-02-20T07:20:00,4.0,93,1007
2014-02-20T07:50:00,5.0,87,1007
2014-02-20T02:50:00,5.0,93,1008
2014-02-20T22:00:00,6,83,1001
2014-02-20T21:20:00,6.0,87,1001
2014-02-20T03:50:00,5.0,93,1008
2014-02-20T16:50:00,6.0,87,1004
2014-02-20T08:50:00,5.0,87,1008
2014-02-20T00:20:00,4.0,93,1007
2014-02-20T19:50:00,6.0,87,1002
2014-02-20T00:00:00,4,88,1008
2014-02-20T19:00:00,6,81,1003
2014-02-20T19:20:00,6.0,87,1003
2014-02-20T20:50:00,7.0,81,1001
2014-02-20T22:50:00,6.0,87,1000
2014-02-20T14:50:00,6.0,93,1005
2014-02-20T23:50:00,5.0,93,1000
2014-02-20T21:00:00,6,77,1002
2014-02-20T09:50:00,5.0,93,1008
2014-02-20T16:20:00,6.0,87,1004
2014-02-20T18:20:00,6.0,87,1003
2014-02-20T03:00:00,5,90,1008
2014-02-20T12:20:00,6.0,93,1007
2014-02-20T22:20:00,6.0,87,1001
2014-02-20T12:00:00,6,84,1008
2014-02-20T12:50:00,6.0,87,1007
2014-02-20T01:00:00,5,86,1008
2014-02-20T15:00:00,6,86,1006
2014-02-20T15:20:00,6.0,93,1005
2014-02-20T13:50:00,6.0,87,1006
2014-02-20T02:00:00,5,89,1008
2014-02-20T18:00:00,6,80,1004
2014-02-20T02:20:00,5.0,93,1007
2014-02-20T16:00:00,6,85,1005
2014-02-20T18:50:00,6.0,87,1003
2014-02-20T23:20:00,5.0,93,1000
2014-02-20T14:20:00,6.0,93,1006
2014-02-21T05:00:00,6,91,997
2014-02-21T23:00:00,4,76,1003
2014-02-21T05:20:00,6.0,93,997
2014-02-21T12:00:00,8,64,1000
2014-02-21T08:00:00,7,89,998
2014-02-21T12:20:00,8.0,71,999
2014-02-21T07:50:00,7.0,93,997
2014-02-21T08:50:00,7.0,93,998
2014-02-21T13:00:00,8,63,1000
2014-02-21T22:00:00,4,82,1002
2014-02-21T04:20:00,6.0,93,997
2014-02-21T07:20:00,7.0,93,997
2014-02-21T06:50:00,7.0,93,997
2014-02-21T19:00:00,5,72,1001
2014-02-21T20:20:00,5.0,81,1001
2014-02-21T18:50:00,6.0,76,1001
2014-02-21T10:20:00,8.0,81,999
2014-02-21T09:50:00,8.0,87,998
2014-02-21T10:00:00,8,80,999
2014-02-21T09:00:00,7,83,999
2014-02-21T11:50:00,9.0,71,999
2014-02-21T09:20:00,7.0,87,998
2014-02-21T15:20:00,8.0,66,999
2014-02-21T03:50:00,6.0,93,997
2014-02-21T03:20:00,6.0,87,998
2014-02-21T05:50:00,7.0,93,997
2014-02-21T03:00:00,6,90,998
2014-02-21T14:50:00,8.0,66,999
2014-02-21T14:20:00,9.0,62,999
2014-02-21T04:00:00,6,90,998
2014-02-21T14:00:00,8,57,1000
2014-02-21T21:50:00,4.0,87,1002
2014-02-21T06:20:00,7.0,93,997
2014-02-21T20:50:00,5.0,81,1001
2014-02-21T02:20:00,6.0,93,998
2014-02-21T02:00:00,6,90,999
2014-02-21T02:50:00,6.0,93,998
2014-02-21T10:50:00,8.0,76,999
2014-02-21T00:00:00,5,85,
2014-02-21T00:20:00,5.0,93,999
2014-02-21T00:50:00,5.0,93,999
2014-02-21T21:20:00,4.0,87,1002
2014-02-21T17:00:00,7,77,1000
2014-02-21T17:20:00,6.0,87,1000
2014-02-21T17:50:00,6.0,81,1000
2014-02-21T12:50:00,8.0,71,999
2014-02-21T20:00:00,5,76,1002
2014-02-21T18:20:00,6.0,76,1000
2014-02-21T01:50:00,6.0,87,998
2014-02-21T18:00:00,6,71,1001
2014-02-21T08:20:00,7.0,93,998
2014-02-21T01:00:00,5,88,1000
2014-02-21T01:20:00,6.0,87,999
2014-02-21T06:00:00,7,88,998
2014-02-21T16:50:00,7.0,81,1000
2014-02-21T22:20:00,4.0,87,1002
2014-02-21T16:00:00,8,65,1000
2014-02-21T11:20:00,9.0,71,999
2014-02-21T16:20:00,7.0,81,1000
2014-02-21T23:50:00,4.0,87,1002
2014-02-21T13:50:00,8.0,66,999
2014-02-21T15:00:00,8,56,
2014-02-21T15:50:00,8.0,71,1000
2014-02-21T04:50:00,6.0,93,997
2014-02-21T07:00:00,7,88,997
2014-02-21T22:50:00,4.0,87,1002
2014-02-21T21:00:00,4,79,1002
2014-02-21T19:20:00,5.0,81,1001
2014-02-21T13:20:00,8.0,71,999
2014-02-21T11:00:00,8,69,1000
2014-02-21T19:50:00,5.0,81,1001
2014-02-21T23:20:00,4.0,87,1002
2014-02-22T13:00:00,6,69,1005
2014-02-22T05:00:00,5,77,1002
2014-02-22T13:20:00,7.0,76,1004
2014-02-22T05:20:00,5.0,81,1002
2014-02-22T05:50:00,5.0,81,1002
2014-02-22T17:20:00,6.0,81,1007
2014-02-22T23:20:00,6.0,81,1011
2014-02-22T08:00:00,5,77,1003
2014-02-22T08:20:00,5.0,81,1003
2014-02-22T02:50:00,4.0,87,1002
2014-02-22T10:00:00,5,77,1004
2014-02-22T22:20:00,6.0,81,1011
2014-02-22T12:20:00,6.0,81,1004
2014-02-22T09:50:00,5.0,81,1003
2014-02-22T04:50:00,5.0,81,1002
2014-02-22T10:50:00,6.0,76,1003
2014-02-22T04:00:00,5,81,1003
2014-02-22T04:20:00,5.0,81,1002
2014-02-22T03:00:00,4,82,1003
2014-02-22T20:20:00,6.0,81,1009
2014-02-22T20:00:00,6,73,1009
2014-02-22T18:20:00,6.0,87,1007
2014-02-22T20:50:00,6.0,81,1009
2014-02-22T15:50:00,6.0,87,1006
2014-02-22T15:20:00,6.0,87,1005
2014-02-22T13:50:00,6.0,81,1004
2014-02-22T15:00:00,6,79,1006
2014-02-22T01:50:00,4.0,87,1002
2014-02-22T12:00:00,6,74,1004
2014-02-22T22:00:00,6,75,1011
